,eng,aii
,"the people who sat in darkness saw a great light, to those who sat in the region and shadow of death, to them light has dawned.""",ܥܡܐ ܕܝܬܒ ܒܚܫܘܟܐ ܢܘܗܪܐ ܪܒܐ ܚܙܐ ܘܐܝܠܝܢ ܕܝܬܒܝܢ ܒܐܬܪܐ ܘܒܛܠܠܐ ܕܡܘܬܐ ܢܘܗܪܐ ܕܢܚ ܠܗܘܢ
,"From that time, Jesus began to preach, and to say, ""Repent! For the Kingdom of Heaven is at hand.""",ܡܢ ܗܝܕܝܢ ܫܪܝ ܝܫܘܥ ܠܡܟܪܙܘ ܘܠܡܐܡܪ ܬܘܒܘ ܩܪܒܬ ܠܗ ܓܝܪ ܡܠܟܘܬܐ ܕܫܡܝܐ
,"Walking by the sea of Galilee, he saw two brothers: Simon, who is called Peter, and Andrew, his brother, casting a net into the sea; for they were fishermen.",ܘܟܕ ܡܗܠܟ ܥܠ ܝܕ ܝܡܐ ܕܓܠܝܠܐ ܚܙܐ ܬܪܝܢ ܐܚܝܢ ܫܡܥܘܢ ܕܐܬܩܪܝ ܟܐܦܐ ܘܐܢܕܪܐܘܤ ܐܚܘܗܝ ܕܪܡܝܢ ܡܨܝܕܬܐ ܒܝܡܐ ܐܝܬܝܗܘܢ ܗܘܘ ܓܝܪ ܨܝܕܐ
,"He said to them, ""Come after me, and I will make you fishers for men.""",ܘܐܡܪ ܠܗܘܢ ܝܫܘܥ ܬܘ ܒܬܪܝ ܘܐܥܒܕܟܘܢ ܕܬܗܘܘܢ ܨܝܕܐ ܕܒܢܝ ܐܢܫܐ
,They immediately left their nets and followed him.,ܗܢܘܢ ܕܝܢ ܡܚܕܐ ܫܒܩܘ ܡܨܝܕܬܗܘܢ ܘܐܙܠܘ ܒܬܪܗ
,"Going on from there, he saw two other brothers, James the son of Zebedee, and John his brother, in the boat with Zebedee their father, mending their nets. He called them.",ܘܟܕ ܥܒܪ ܡܢ ܬܡܢ ܚܙܐ ܐܚܪܢܐ ܐܚܐ ܬܪܝܢ ܝܥܩܘܒ ܒܪ ܙܒܕܝ ܘܝܘܚܢܢ ܐܚܘܗܝ ܒܐܠܦܐ ܥܡ ܙܒܕܝ ܐܒܘܗܘܢ ܕܡܬܩܢܝܢ ܡܨܝܕܬܗܘܢ ܘܩܪܐ ܐܢܘܢ
,"They immediately left the boat and their father, and followed him.",ܗܢܘܢ ܕܝܢ ܡܚܕܐ ܫܒܩܘ ܠܐܠܦܐ ܘܠܐܒܘܗܘܢ ܘܐܙܠܘ ܒܬܪܗ
,"Jesus went about in all Galilee, teaching in their synagogues, preaching the Good News of the Kingdom, and healing every disease and every sickness among the people.",ܘܡܬܟܪܟ ܗܘܐ ܝܫܘܥ ܒܟܠܗ ܓܠܝܠܐ ܘܡܠܦ ܗܘܐ ܒܟܢܘܫܬܗܘܢ ܘܡܟܪܙ ܤܒܪܬܐ ܕܡܠܟܘܬܐ ܘܡܐܤܐ ܟܠ ܟܐܒ ܘܟܘܪܗܢ ܒܥܡܐ
,"The report about him went out into all Syria. They brought to him all who were sick, afflicted with various diseases and torments, possessed with demons, epileptics, and paralytics; and he healed them.",ܘܐܙܠܘ ܒܬܪܗ ܟܢܫܐ ܤܓܝܐܐ ܡܢ ܓܠܝܠܐ ܘܡܢ ܥܤܪܬ ܡܕܝܢܬܐ ܘܡܢ ܐܘܪܫܠܡ ܘܡܢ ܝܗܘܕ ܘܡܢ ܥܒܪܐ ܕܝܘܪܕܢܢ
,"Great multitudes from Galilee, Decapolis, Jerusalem, Judea and from beyond the Jordan followed him.",ܘܐܫܬܡܥ ܛܒܗ ܒܟܠܗ ܤܘܪܝܐ ܘܩܪܒܘ ܠܗ ܟܠܗܘܢ ܐܝܠܝܢ ܕܒܝܫ ܒܝܫ ܥܒܝܕܝܢ ܒܟܘܪܗܢܐ ܡܫܚܠܦܐ ܘܐܝܠܝܢ ܕܐܠܝܨܝܢ ܒܬܫܢܝܩܐ ܘܕܝܘܢܐ ܘܕܒܪ ܐܓܪܐ ܘܡܫܪܝܐ ܘܐܤܝ ܐܢܘܢ
,"Seeing the multitudes, he went up onto the mountain. When he had sat down, his disciples came to him.",ܟܕ ܚܙܐ ܕܝܢ ܝܫܘܥ ܠܟܢܫܐ ܤܠܩ ܠܛܘܪܐ ܘܟܕ ܝܬܒ ܩܪܒܘ ܠܘܬܗ ܬܠܡܝܕܘܗܝ
,"He opened his mouth and taught them, saying,",ܘܦܬܚ ܦܘܡܗ ܘܡܠܦ ܗܘܐ ܠܗܘܢ ܘܐܡܪ
,"""Blessed are the poor in spirit, for theirs is the Kingdom of Heaven.",ܛܘܒܝܗܘܢ ܠܡܤܟܢܐ ܒܪܘܚ ܕܕܝܠܗܘܢ ܗܝ ܡܠܟܘܬܐ ܕܫܡܝܐ
,"Blessed are those who mourn, for they shall be comforted.",ܛܘܒܝܗܘܢ ܠܐܒܝܠܐ ܕܗܢܘܢ ܢܬܒܝܐܘܢ
,"Blessed are the gentle, for they shall inherit the earth.",ܛܘܒܝܗܘܢ ܠܡܟܝܟܐ ܕܗܢܘܢ ܢܐܪܬܘܢ ܠܐܪܥܐ
,"Blessed are those who hunger and thirst after righteousness, for they shall be filled.",ܛܘܒܝܗܘܢ ܠܐܝܠܝܢ ܕܟܦܢܝܢ ܘܨܗܝܢ ܠܟܐܢܘܬܐ ܕܗܢܘܢ ܢܤܒܥܘܢ
,"Blessed are the merciful, for they shall obtain mercy.",ܛܘܒܝܗܘܢ ܠܡܪܚܡܢܐ ܕܥܠܝܗܘܢ ܢܗܘܘܢ ܪܚܡܐ
,"Blessed are the pure in heart, for they shall see God.",ܛܘܒܝܗܘܢ ܠܐܝܠܝܢ ܕܕܟܝܢ ܒܠܒܗܘܢ ܕܗܢܘܢ ܢܚܙܘܢ ܠܐܠܗܐ
,"Blessed are the peacemakers, for they shall be called children of God.",ܛܘܒܝܗܘܢ ܠܥܒܕܝ ܫܠܡܐ ܕܒܢܘܗܝ ܕܐܠܗܐ ܢܬܩܪܘܢ
,"Blessed are those who have been persecuted for righteousness' sake, for theirs is the Kingdom of Heaven.",ܛܘܒܝܗܘܢ ܠܐܝܠܝܢ ܕܐܬܪܕܦܘ ܡܛܠ ܟܐܢܘܬܐ ܕܕܝܠܗܘܢ ܗܝ ܡܠܟܘܬܐ ܕܫܡܝܐ
,"""Blessed are you when people reproach you, persecute you, and say all kinds of evil against you falsely, for my sake.",ܛܘܒܝܟܘܢ ܐܡܬܝ ܕܡܚܤܕܝܢ ܠܟܘܢ ܘܪܕܦܝܢ ܠܟܘܢ ܘܐܡܪܝܢ ܥܠܝܟܘܢ ܟܠ ܡܠܐ ܒܝܫܐ ܡܛܠܬܝ ܒܕܓܠܘܬܐ
,"Rejoice, and be exceedingly glad, for great is your reward in heaven. For that is how they persecuted the prophets who were before you.",ܗܝܕܝܢ ܚܕܘ ܘܪܘܙܘ ܕܐܓܪܟܘܢ ܤܓܝ ܒܫܡܝܐ ܗܟܢܐ ܓܝܪ ܪܕܦܘ ܠܢܒܝܐ ܕܡܢ ܩܕܡܝܟܘܢ
,"""You are the salt of the earth, but if the salt has lost its flavor, with what will it be salted? It is then good for nothing, but to be cast out and trodden under the feet of men.",ܐܢܬܘܢ ܐܢܘܢ ܡܠܚܗ ܕܐܪܥܐ ܐܢܗܘ ܕܝܢ ܕܡܠܚܐ ܬܦܟܗ ܒܡܢܐ ܬܬܡܠܚ ܠܡܕܡ ܠܐ ܐܙܠܐ ܐܠܐ ܕܬܫܬܕܐ ܠܒܪ ܘܬܬܕܝܫ ܡܢ ܐܢܫܐ
,You are the light of the world. A city located on a hill can't be hidden.,ܐܢܬܘܢ ܐܢܘܢ ܢܘܗܪܗ ܕܥܠܡܐ ܠܐ ܡܫܟܚܐ ܕܬܛܫܐ ܡܕܝܢܬܐ ܕܥܠ ܛܘܪܐ ܒܢܝܐ
,"Neither do you light a lamp, and put it under a measuring basket, but on a stand; and it shines to all who are in the house.",ܘܠܐ ܡܢܗܪܝܢ ܫܪܓܐ ܘܤܝܡܝܢ ܠܗ ܬܚܝܬ ܤܐܬܐ ܐܠܐ ܥܠ ܡܢܪܬܐ ܘܡܢܗܪ ܠܟܠ ܐܝܠܝܢ ܕܒܒܝܬܐ ܐܢܘܢ
,"Even so, let your light shine before men; that they may see your good works, and glorify your Father who is in heaven.",ܗܟܢܐ ܢܢܗܪ ܢܘܗܪܟܘܢ ܩܕܡ ܒܢܝܢܫܐ ܕܢܚܙܘܢ ܥܒܕܝܟܘܢ ܛܒܐ ܘܢܫܒܚܘܢ ܠܐܒܘܟܘܢ ܕܒܫܡܝܐ
,"""Don't think that I came to destroy the law or the prophets. I didn't come to destroy, but to fulfill.",ܠܐ ܬܤܒܪܘܢ ܕܐܬܝܬ ܕܐܫܪܐ ܢܡܘܤܐ ܐܘ ܢܒܝܐ ܠܐ ܐܬܝܬ ܕܐܫܪܐ ܐܠܐ ܕܐܡܠܐ
,"For most certainly, I tell you, until heaven and earth pass away, not even one smallest letter or one tiny pen stroke shall in any way pass away from the law, until all things are accomplished.",ܐܡܝܢ ܓܝܪ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܥܕܡܐ ܕܢܥܒܪܘܢ ܫܡܝܐ ܘܐܪܥܐ ܝܘܕ ܚܕܐ ܐܘ ܚܕ ܤܪܛܐ ܠܐ ܢܥܒܪ ܡܢ ܢܡܘܤܐ ܥܕܡܐ ܕܟܠ ܢܗܘܐ
,"Whoever, therefore, shall break one of these least commandments, and teach others to do so, shall be called least in the Kingdom of Heaven; but whoever shall do and teach them shall be called great in the Kingdom of Heaven.",ܟܠ ܡܢ ܗܟܝܠ ܕܢܫܪܐ ܚܕ ܡܢ ܦܘܩܕܢܐ ܗܠܝܢ ܙܥܘܪܐ ܘܢܠܦ ܗܟܢܐ ܠܒܢܝܢܫܐ ܒܨܝܪܐ ܢܬܩܪܐ ܒܡܠܟܘܬܐ ܕܫܡܝܐ ܟܠ ܕܝܢ ܕܢܥܒܕ ܘܢܠܦ ܗܢܐ ܪܒܐ ܢܬܩܪܐ ܒܡܠܟܘܬܐ ܕܫܡܝܐ
,"For I tell you that unless your righteousness exceeds that of the scribes and Pharisees, there is no way you will enter into the Kingdom of Heaven.",ܐܡܪ ܐܢܐ ܠܟܘܢ ܓܝܪ ܕܐܠܐ ܬܐܬܪ ܟܐܢܘܬܟܘܢ ܝܬܝܪ ܡܢ ܕܤܦܪܐ ܘܦܪܝܫܐ ܠܐ ܬܥܠܘܢ ܠܡܠܟܘܬܐ ܕܫܡܝܐ
,"But I tell you, that everyone who is angry with his brother without a cause shall be in danger of the judgment; and whoever shall say to his brother, 'Raca !' shall be in danger of the council; and whoever shall say, 'You fool!' shall be in danger of the fire of Gehenna.",ܐܢܐ ܕܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܟܠ ܡܢ ܕܢܪܓܙ ܥܠ ܐܚܘܗܝ ܐܝܩܐ ܡܚܝܒ ܗܘ ܠܕܝܢܐ ܘܟܠ ܕܢܐܡܪ ܠܐܚܘܗܝ ܪܩܐ ܡܚܝܒ ܗܘ ܠܟܢܘܫܬܐ ܘܡܢ ܕܢܐܡܪ ܠܠܐ ܡܚܝܒ ܗܘ ܠܓܗܢܐ ܕܢܘܪܐ
,"""If therefore you are offering your gift at the altar, and there remember that your brother has anything against you,",ܐܢ ܗܘ ܗܟܝܠ ܕܡܩܪܒ ܐܢܬ ܩܘܪܒܢܟ ܥܠ ܡܕܒܚܐ ܘܬܡܢ ܬܬܕܟܪ ܕܐܚܝܕ ܥܠܝܟ ܐܚܘܟ ܐܟܬܐ ܡܕܡ
,"leave your gift there before the altar, and go your way. First be reconciled to your brother, and then come and offer your gift.",ܫܒܘܩ ܬܡܢ ܩܘܪܒܢܟ ܩܕܡ ܡܕܒܚܐ ܘܙܠ ܠܘܩܕܡ ܐܬܪܥܐ ܥܡ ܐܚܘܟ ܘܗܝܕܝܢ ܬܐ ܩܪܒ ܩܘܪܒܢܟ
,"Agree with your adversary quickly, while you are with him in the way; lest perhaps the prosecutor deliver you to the judge, and the judge deliver you to the officer, and you be cast into prison.",ܗܘܝܬ ܡܬܐܘܐ ܥܡ ܒܥܠ ܕܝܢܟ ܥܓܠ ܥܕ ܥܡܗ ܐܢܬ ܒܐܘܪܚܐ ܕܠܡܐ ܒܥܠ ܕܝܢܟ ܢܫܠܡܟ ܠܕܝܢܐ ܘܕܝܢܐ ܢܫܠܡܟ ܠܓܒܝܐ ܘܬܦܠ ܒܝܬ ܐܤܝܪܐ
,"Most certainly I tell you, you shall by no means get out of there, until you have paid the last penny.",ܘܐܡܝܢ ܐܡܪ ܐܢܐ ܠܟ ܕܠܐ ܬܦܘܩ ܡܢ ܬܡܢ ܥܕܡܐ ܕܬܬܠ ܫܡܘܢܐ ܐܚܪܝܐ
,but I tell you that everyone who gazes at a woman to lust after her has committed adultery with her already in his heart.,ܐܢܐ ܕܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܟܠ ܡܢ ܕܚܙܐ ܐܢܬܬܐ ܐܝܟ ܕܢܪܓܝܗ ܡܚܕܐ ܓܪܗ ܒܠܒܗ
,"If your right eye causes you to stumble, pluck it out and throw it away from you. For it is more profitable for you that one of your members should perish, than for your whole body to be cast into Gehenna.",ܐܢ ܕܝܢ ܥܝܢܟ ܕܝܡܝܢܐ ܡܟܫܠܐ ܠܟ ܚܨܝܗ ܘܫܕܝܗ ܡܢܟ ܦܩܚ ܠܟ ܓܝܪ ܕܢܐܒܕ ܚܕ ܗܕܡܟ ܘܠܐ ܟܠܗ ܦܓܪܟ ܢܦܠ ܒܓܗܢܐ
,"If your right hand causes you to stumble, cut it off, and throw it away from you. For it is more profitable for you that one of your members should perish, than for your whole body to be cast into Gehenna.",ܘܐܢ ܐܝܕܟ ܕܝܡܝܢܐ ܡܟܫܠܐ ܠܟ ܦܤܘܩ ܫܕܝܗ ܡܢܟ ܦܩܚ ܠܟ ܓܝܪ ܕܢܐܒܕ ܚܕ ܡܢ ܗܕܡܝܟ ܘܠܐ ܟܠܗ ܦܓܪܟ ܢܦܠ ܒܓܗܢܐ
,"""It was also said, 'Whoever shall put away his wife, let him give her a writing of divorce,'",ܐܬܐܡܪ ܕܡܢ ܕܫܪܐ ܐܢܬܬܗ ܢܬܠ ܠܗ ܟܬܒܐ ܕܕܘܠܠܐ
,"but I tell you that whoever puts away his wife, except for the cause of sexual immorality, makes her an adulteress; and whoever marries her when she is put away commits adultery.",ܐܢܐ ܕܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܟܠ ܡܢ ܕܫܪܐ ܐܢܬܬܗ ܠܒܪ ܡܢ ܡܠܬܐ ܕܙܢܝܘܬܐ ܥܒܕ ܠܗ ܕܬܓܘܪ ܘܡܢ ܕܫܩܠ ܫܒܝܩܬܐ ܓܐܪ
,"""Again you have heard that it was said to them of old time, 'You shall not make false vows, but shall perform to the Lord your vows,'",ܬܘܒ ܫܡܥܬܘܢ ܕܐܬܐܡܪ ܠܩܕܡܝܐ ܕܠܐ ܬܕܓܠ ܒܡܘܡܬܟ ܬܫܠܡ ܕܝܢ ܠܡܪܝܐ ܡܘܡܬܟ
,"but I tell you, don't swear at all: neither by heaven, for it is the throne of God;",ܐܢܐ ܕܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܠܐ ܬܐܡܘܢ ܤܟ ܠܐ ܒܫܡܝܐ ܕܟܘܪܤܝܐ ܗܘ ܕܐܠܗܐ
,"nor by the earth, for it is the footstool of his feet; nor by Jerusalem, for it is the city of the great King.",ܘܠܐ ܒܐܪܥܐ ܕܟܘܒܫܐ ܗܝ ܕܬܚܝܬ ܪܓܠܘܗܝ ܐܦܠܐ ܒܐܘܪܝܫܠܡ ܕܡܕܝܢܬܗ ܗܝ ܕܡܠܟܐ ܪܒܐ
,"Neither shall you swear by your head, for you can't make one hair white or black.",ܐܦܠܐ ܒܪܫܟ ܬܐܡܐ ܕܠܐ ܡܫܟܚ ܐܢܬ ܠܡܥܒܕ ܒܗ ܡܢܬܐ ܚܕܐ ܕܤܥܪܐ ܐܘܟܡܬܐ ܐܘ ܚܘܪܬܐ
,But let your 'Yes' be 'Yes' and your 'No' be 'No.' Whatever is more than these is of the evil one.,ܐܠܐ ܬܗܘܐ ܡܠܬܟܘܢ ܐܝܢ ܐܝܢ ܘܠܐ ܠܐ ܡܕܡ ܕܡܢ ܗܠܝܢ ܝܬܝܪ ܡܢ ܒܝܫܐ ܗܘ
,"""You have heard that it was said, 'An eye for an eye, and a tooth for a tooth.'",ܫܡܥܬܘܢ ܕܐܬܐܡܪ ܕܥܝܢܐ ܚܠܦ ܥܝܢܐ ܘܫܢܐ ܚܠܦ ܫܢܐ
,"But I tell you, don't resist him who is evil; but whoever strikes you on your right cheek, turn to him the other also.",ܐܢܐ ܕܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܠܐ ܬܩܘܡܘܢ ܠܘܩܒܠ ܒܝܫܐ ܐܠܐ ܡܢ ܕܡܚܐ ܠܟ ܥܠ ܦܟܟ ܕܝܡܝܢܐ ܐܦܢܐ ܠܗ ܐܦ ܐܚܪܢܐ
,"If anyone sues you to take away your coat, let him have your cloak also.",ܘܡܢ ܕܨܒܐ ܕܢܕܘܢ ܥܡܟ ܘܢܫܩܘܠ ܟܘܬܝܢܟ ܫܒܘܩ ܠܗ ܐܦ ܡܪܛܘܛܟ
,"Whoever compels you to go one mile, go with him two.",ܡܢ ܕܡܫܚܪ ܠܟ ܡܝܠܐ ܚܕ ܙܠ ܥܡܗ ܬܪܝܢ
,"Give to him who asks you, and don't turn away him who desires to borrow from you.",ܡܢ ܕܫܐܠ ܠܟ ܗܒ ܠܗ ܘܡܢ ܕܨܒܐ ܕܢܐܙܦ ܡܢܟ ܠܐ ܬܟܠܝܘܗܝ
,"""You have heard that it was said, 'You shall love your neighbor, and hate your enemy. '",ܫܡܥܬܘܢ ܕܐܬܐܡܪ ܕܪܚܡ ܠܩܪܝܒܟ ܘܤܢܝ ܠܒܥܠܕܒܒܟ
,"But I tell you, love your enemies, bless those who curse you, do good to those who hate you, and pray for those who mistreat you and persecute you,",ܐܢܐ ܕܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܐܚܒܘ ܠܒܥܠܕܒܒܝܟܘܢ ܘܒܪܟܘ ܠܡܢ ܕܠܐܛ ܠܟܘܢ ܘܥܒܕܘ ܕܫܦܝܪ ܠܡܢ ܕܤܢܐ ܠܟܘܢ ܘܨܠܘ ܥܠ ܐܝܠܝܢ ܕܕܒܪܝܢ ܠܟܘܢ ܒܩܛܝܪܐ ܘܪܕܦܝܢ ܠܟܘܢ
,"that you may be children of your Father who is in heaven. For he makes his sun to rise on the evil and the good, and sends rain on the just and the unjust.",ܐܝܟܢܐ ܕܬܗܘܘܢ ܒܢܘܗܝ ܕܐܒܘܟܘܢ ܕܒܫܡܝܐ ܗܘ ܕܡܕܢܚ ܫܡܫܗ ܥܠ ܛܒܐ ܘܥܠ ܒܝܫܐ ܘܡܚܬ ܡܛܪܗ ܥܠ ܟܐܢܐ ܘܥܠ ܥܘܠܐ
,"For if you love those who love you, what reward do you have? Don't even the tax collectors do the same?",ܐܢ ܓܝܪ ܡܚܒܝܢ ܐܢܬܘܢ ܠܐܝܠܝܢ ܕܡܚܒܝܢ ܠܟܘܢ ܡܢܐ ܐܓܪܐ ܐܝܬ ܠܟܘܢ ܠܐ ܗܐ ܐܦ ܡܟܤܐ ܗܝ ܗܕܐ ܥܒܕܝܢ
,"If you only greet your friends, what more do you do than others? Don't even the tax collectors do the same?",ܗܘܘ ܗܟܝܠ ܐܢܬܘܢ ܓܡܝܪܐ ܐܝܟܢܐ ܕܐܒܘܟܘܢ ܕܒܫܡܝܐ ܓܡܝܪ ܗܘ
,"Therefore you shall be perfect, just as your Father in heaven is perfect.",ܘܐܢ ܫܐܠܝܢ ܐܢܬܘܢ ܒܫܠܡܐ ܕܐܚܝܟܘܢ ܒܠܚܘܕ ܡܢܐ ܝܬܝܪ ܥܒܕܝܢ ܐܢܬܘܢ ܠܐ ܗܐ ܐܦ ܡܟܤܐ ܗܝ ܗܕܐ ܥܒܕܝܢ
,"""Be careful that you don't do your charitable giving before men, to be seen by them, or else you have no reward from your Father who is in heaven.",ܚܘܪܘ ܕܝܢ ܒܙܕܩܬܟܘܢ ܕܠܐ ܬܥܒܕܘܢܗ ܩܕܡ ܒܢܝ ܐܢܫܐ ܐܝܟ ܕܬܬܚܙܘܢ ܠܗܘܢ ܘܐܠܐ ܐܓܪܐ ܠܝܬ ܠܟܘܢ ܠܘܬ ܐܒܘܟܘܢ ܕܒܫܡܝܐ
,"Therefore when you do merciful deeds, don't sound a trumpet before yourself, as the hypocrites do in the synagogues and in the streets, that they may get glory from men. Most certainly I tell you, they have received their reward.",ܐܡܬܝ ܗܟܝܠ ܕܥܒܕ ܐܢܬ ܙܕܩܬܐ ܠܐ ܬܩܪܐ ܩܪܢܐ ܩܕܡܝܟ ܐܝܟ ܕܥܒܕܝܢ ܢܤܒܝ ܒܐܦܐ ܒܟܢܘܫܬܐ ܘܒܫܘܩܐ ܐܝܟ ܕܢܫܬܒܚܘܢ ܡܢ ܒܢܝ ܐܢܫܐ ܘܐܡܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܩܒܠܘ ܐܓܪܗܘܢ
,"But when you do merciful deeds, don't let your left hand know what your right hand does,",ܐܢܬ ܕܝܢ ܡܐ ܕܥܒܕ ܐܢܬ ܙܕܩܬܐ ܠܐ ܬܕܥ ܤܡܠܟ ܡܢܐ ܥܒܕܐ ܝܡܝܢܟ
,"so that your merciful deeds may be in secret, then your Father who sees in secret will reward you openly.",ܐܝܟ ܕܬܗܘܐ ܙܕܩܬܟ ܒܟܤܝܐ ܘܐܒܘܟ ܕܚܙܐ ܒܟܤܝܐ ܗܘ ܢܦܪܥܟ ܒܓܠܝܐ
,"""When you pray, you shall not be as the hypocrites, for they love to stand and pray in the synagogues and in the corners of the streets, that they may be seen by men. Most certainly, I tell you, they have received their reward.",ܘܡܐ ܕܡܨܠܐ ܐܢܬ ܠܐ ܬܗܘܐ ܐܝܟ ܢܤܒܝ ܒܐܦܐ ܕܪܚܡܝܢ ܠܡܩܡ ܒܟܢܘܫܬܐ ܘܒܙܘܝܬܐ ܕܫܘܩܐ ܠܡܨܠܝܘ ܕܢܬܚܙܘܢ ܠܒܢܝ ܐܢܫܐ ܘܐܡܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܩܒܠܘ ܐܓܪܗܘܢ
,"But you, when you pray, enter into your inner room, and having shut your door, pray to your Father who is in secret, and your Father who sees in secret will reward you openly.",ܐܢܬ ܕܝܢ ܐܡܬܝ ܕܡܨܠܐ ܐܢܬ ܥܘܠ ܠܬܘܢܟ ܘܐܚܘܕ ܬܪܥܟ ܘܨܠܐ ܠܐܒܘܟ ܕܒܟܤܝܐ ܘܐܒܘܟ ܕܚܙܐ ܒܟܤܝܐ ܢܦܪܥܟ ܒܓܠܝܐ
,"In praying, don't use vain repetitions, as the Gentiles do; for they think that they will be heard for their much speaking.",ܘܡܐ ܕܡܨܠܝܢ ܐܢܬܘܢ ܠܐ ܗܘܝܬܘܢ ܡܦܩܩܝܢ ܐܝܟ ܚܢܦܐ ܤܒܪܝܢ ܓܝܪ ܕܒܡܡܠܠܐ ܤܓܝܐܐ ܡܫܬܡܥܝܢ
,"Therefore don't be like them, for your Father knows what things you need, before you ask him.",ܠܐ ܗܟܝܠ ܬܕܡܘܢ ܠܗܘܢ ܐܒܘܟܘܢ ܓܝܪ ܝܕܥ ܡܢܐ ܡܬܒܥܐ ܠܟܘܢ ܥܕܠܐ ܬܫܐܠܘܢܝܗܝ
,"Pray like this: 'Our Father in heaven, may your name be kept holy.",ܗܟܢܐ ܗܟܝܠ ܨܠܘ ܐܢܬܘܢ ܐܒܘܢ ܕܒܫܡܝܐ ܢܬܩܕܫ ܫܡܟ
,"Let your Kingdom come. Let your will be done, as in heaven, so on earth.",ܬܐܬܐ ܡܠܟܘܬܟ ܢܗܘܐ ܨܒܝܢܟ ܐܝܟܢܐ ܕܒܫܡܝܐ ܐܦ ܒܐܪܥܐ
,Give us today our daily bread.,ܗܒ ܠܢ ܠܚܡܐ ܕܤܘܢܩܢܢ ܝܘܡܢܐ
,"Forgive us our debts, as we also forgive our debtors.",ܘܫܒܘܩ ܠܢ ܚܘܒܝܢ ܐܝܟܢܐ ܕܐܦ ܚܢܢ ܫܒܩܢ ܠܚܝܒܝܢ
,"Bring us not into temptation, but deliver us from the evil one. For yours is the Kingdom, the power, and the glory forever. Amen. '",ܘܠܐ ܬܥܠܢ ܠܢܤܝܘܢܐ ܐܠܐ ܦܨܢ ܡܢ ܒܝܫܐ ܡܛܠ ܕܕܝܠܟ ܗܝ ܡܠܟܘܬܐ ܘܚܝܠܐ ܘܬܫܒܘܚܬܐ ܠܥܠܡ ܥܠܡܝܢ
,"""For if you forgive men their trespasses, your heavenly Father will also forgive you.",ܐܢ ܓܝܪ ܬܫܒܩܘܢ ܠܒܢܝܢܫܐ ܤܟܠܘܬܗܘܢ ܢܫܒܘܩ ܐܦ ܠܟܘܢ ܐܒܘܟܘܢ ܕܒܫܡܝܐ
,"But if you don't forgive men their trespasses, neither will your Father forgive your trespasses.",ܐܢ ܕܝܢ ܠܐ ܬܫܒܩܘܢ ܠܒܢܝܢܫܐ ܐܦܠܐ ܐܒܘܟܘܢ ܫܒܩ ܠܟܘܢ ܤܟܠܘܬܟܘܢ
,"""Moreover when you fast, don't be like the hypocrites, with sad faces. For they disfigure their faces, that they may be seen by men to be fasting. Most certainly I tell you, they have received their reward.",ܐܡܬܝ ܕܝܢ ܕܨܝܡܝܢ ܐܢܬܘܢ ܠܐ ܬܗܘܘܢ ܟܡܝܪܐ ܐܝܟ ܢܤܒܝ ܒܐܦܐ ܡܚܒܠܝܢ ܓܝܪ ܦܪܨܘܦܝܗܘܢ ܐܝܟ ܕܢܬܚܙܘܢ ܠܒܢܝܢܫܐ ܕܨܝܡܝܢ ܘܐܡܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܩܒܠܘ ܐܓܪܗܘܢ
,"But you, when you fast, anoint your head, and wash your face;",ܐܢܬ ܕܝܢ ܡܐ ܕܨܐܡ ܐܢܬ ܐܫܝܓ ܐܦܝܟ ܘܡܫܘܚ ܪܫܟ
,"so that you are not seen by men to be fasting, but by your Father who is in secret, and your Father, who sees in secret, will reward you.",ܐܝܟ ܕܠܐ ܬܬܚܙܐ ܠܒܢܝܢܫܐ ܕܨܐܡ ܐܢܬ ܐܠܐ ܠܐܒܘܟ ܕܒܟܤܝܐ ܘܐܒܘܟ ܕܚܙܐ ܒܟܤܝܐ ܗܘ ܢܦܪܥܟ
,"""Don't lay up treasures for yourselves on the earth, where moth and rust consume, and where thieves break through and steal;",ܠܐ ܬܤܝܡܘܢ ܠܟܘܢ ܤܝܡܬܐ ܒܐܪܥܐ ܐܬܪ ܕܤܤܐ ܘܐܟܠܐ ܡܚܒܠܝܢ ܘܐܝܟܐ ܕܓܢܒܐ ܦܠܫܝܢ ܘܓܢܒܝܢ
,"but lay up for yourselves treasures in heaven, where neither moth nor rust consume, and where thieves don't break through and steal;",ܐܠܐ ܤܝܡܘ ܠܟܘܢ ܤܝܡܬܐ ܒܫܡܝܐ ܐܝܟܐ ܕܠܐ ܤܤܐ ܘܠܐ ܐܟܠܐ ܡܚܒܠܝܢ ܘܐܝܟܐ ܕܓܢܒܐ ܠܐ ܦܠܫܝܢ ܘܠܐ ܓܢܒܝܢ
